snomed_ref,snomed_descr
34641000087106,prueba de hematologia por fuera de rango de referencia
34781000122104,infarto agudo de miocardio sin lesion coronaria obstructiva
34791000122101,absceso periclitorideo
34921000122101,síndrome smart [ataques de migraña similares a apoplejía después de radioterapia]
35101000119106,sangrado posterior a amigdalectomia
35351000122105,alergia a proteina de transferencia de lipidos
35371000122102,sindrome constitucional
35461000087105,isquemia de miocardio anterior
35591000122108,encefalitis autoinmune causada por anticuerpo contra receptor de N-metil-D-aspartato
36221000122100,enfermedad pulmonar obstructiva cronica con nivel de gravedad 1 leve de la escala gold
36231000122102,enfermedad pulmonar obstructiva cronica con nivel de gravedad 2 moderado de la escala GOLD
36241000122105,enfermedad pulmonar obstructiva cronica con nivel de gravedad 3 grave de la escala gold
36251000122107,enfermedad pulmonar obstructiva cronica con nivel de gravedad 4 muy grave de la escala GOLD
36421000122101,hemorragia rectal debida a hemorroides
36591000119102,teratoma
36601000122106,codigo de sospecha de accidente cerebrovascular
36661000122107,sondaje vesical permanente
37231000122100,síndrome de hombro doloroso
37281000122104,aplasia de medula osea adquirida
37681000122102,trombocitopenia debida a y despues de quimioterapia
37841000122107,"alto riesgo de cromosomopatia 13, 18, 21 o 45, X"
37851000122109,"riesgo intermedio de cromosomopatia 13, 18, 21 o 45, X"
37901000122101,varices esofagogastricas
37911000122103,ulcera en hernia hiatal
38001000122103,lesión de vía biliar
38091000122108,antecedente de trasplante de celulas madre hematopoyeticas
38171000122108,neumotorax de repeticion
38671000119103,miccion anormal
38691000087107,portador asintomatico de organismo infeccioso
38701000087107,nefrostomia presente
38731000087104,sindrome de dolor cronico primario de vejiga
38951000087105,fractura de pie izquierdo
38961000087108,fractura de pie derecho
38991000087100,abrasion de piel de miembro inferior derecho
39031000119103,vacunacion contra virus de hepatitis B administrada
39061000087101,hematoma de parpado superior derecho
39101000119109,embarazo con isoinmunizacion por incompatibilidad con grupo sanguineo irregular
39251000087106,contusion de gluteo izquierdo
39261000087109,contusion de gluteo derecho
39301000087102,cuerpo extraño en dedo pulgar derecho
39341000119109,infeccion de herida quirurgica de cesarea
39551000087109,fractura de condilo medial de tibia derecha
39561000087107,hematoma de region inguinal izquierda
39641000119100,queratitis relacionada con lente de contacto no resuelta
39731000087106,luxacion de articulacion de dedo indice de mano izquierda
39751000087102,luxación de articulación de pulgar izquierdo
39761000087104,luxación de articulación de dedo anular de mano derecha
39791000119102,trastorno de mama durante embarazo
39821000087100,luxacion anterior de hombro izquierdo
39831000087103,luxacion anterior de hombro derecho
39911000087104,hematoma de region de ojo derecho
40031000087104,fractura de platillo tibial izquierdo
40041000087105,fractura de platillo tibial derecho
40051000087108,fractura de condilo lateral de tibia izquierda
40071000087102,fractura de maleolo medial izquierdo
40081000087100,fractura de maleolo medial derecho
40121000087102,luxacion de articulacion de dedo medio de mano izquierda
40141000087106,luxacion de articulacion de dedo meñique de mano derecha
40151000087109,luxacion de articulacion de dedo medio de mano derecha
40401000087103,cuerpo extraño en conducto auditivo izquierdo
40421000087109,cuerpo extraño en oido externo izquierdo
40441000087100,cuerpo extraño en pierna izquierda
40461000087104,cuerpo extraño en conducto auditivo derecho
40471000087108,cuerpo extraño en pabellon auricular derecho
40511000087102,cuerpo extraño en extremidad inferior derecha
40521000087105,fractura de falange proximal de dedo medio izquierdo
40531000087107,fractura de falange proximal de dedo medio derecho
40971000087101,quemadura de extremidad superior izquierda
41211000087105,hematoma de extremidad superior izquierda
41231000087100,hematoma de region de codo izquierdo
41241000087106,hematoma de region de hombro izquierdo
41251000087109,hematoma de extremidad superior derecha
41271000087103,hematoma de region de codo derecho
41371000119100,complejo de Shone
41431000087104,hematoma de mano izquierda
41441000087105,hematoma de mano derecha
41471000087102,hematoma de extremidad inferior izquierda
41481000087100,hematoma de extremidad inferior derecha
41491000087103,hematoma de región periorbitaria de ojo izquierdo
41651000087106,celulitis de pierna izquierda
41681000087103,quemadura de parpado inferior derecho
41771000087106,celulitis de pierna derecha
41821000087103,celulitis de pabellon auricular izquierdo
41831000087101,celulitis de pabellon auricular derecho
41871000087104,bursitis de codo derecho
41881000087102,contusión de extremidad inferior izquierda
41891000087100,contusion de extremidad inferior derecha
41901000087104,contusion de extremidad superior izquierda
41911000087102,contusion de extremidad superior derecha
41931000119102,sinusitis concomitante con pólipos nasales
42081000087104,contusion de area supraorbitaria izquierda
42091000087102,contusion supraorbitaria derecha
42111000175103,enfermedad autoinflamatoria
42281000087108,barotrauma otico de oido izquierdo
42291000087105,barotrauma otico de oido derecho
42311000087106,contusion de region de clavicula derecha
42321000087103,contusion de costilla izquierda
42331000087101,contusion de costilla derecha
42431000087105,lesion traumatica de ligamento lateral interno de rodilla izquierda
42521000087109,hematoma de dorso de tronco
42531000087106,contusion de region pubica
43021000087108,hematoma de antebrazo izquierdo
43281000122107,intolerancia a farmaco antiviral
43311000087102,cuerpo extraño de region de ojo derecho
43521000087104,desgarro de menisco interno de articulación de rodilla izquierda
43531000087102,desgarro de menisco interno de articulacion de rodilla derecha
43551000087106,contusion de parpado superior izquierdo
43581000087103,contusion de region de ojo izquierdo
43661000087108,contusion de talon izquierdo
43721000122104,intolerancia a la morfina
43801000087108,ruptura de musculo gemelo izquierdo
43811000087105,ruptura de músculo gemelo derecho
43821000087102,herida cortante de piel de antebrazo izquierdo
43841000087106,herida cortante de piel de dedo indice izquierdo
43861000087107,herida cortante de piel de dedo pulgar izquierdo
43881000087101,herida cortante de piel de dedo medio izquierdo
43981000087105,herida cortante de piel de mano izquierda
44101000087104,herida cortante de miembro inferior izquierdo
44111000087102,herida cortante de miembro inferior derecho
44121000087105,herida cortante de piel de brazo izquierdo
44161000087100,corte en muñeca izquierda
44301000087102,contusion de maleolo interno derecho
44621000087101,Klebsiella oxytoca o especie Raoultella
44771000122101,intolerancia a tramadol
44991000119100,sangrado uterino anormal
46051000119101,prescripcion de anticoncepcion de emergencia realizada
46131000087103,fractura de extremo distal de humero izquierdo
46191000087102,fractura de falange de cuarto dedo de pie izquierdo
46201000087100,fractura de falange de quinto dedo de pie izquierdo
46231000087108,fractura de falange de cuarto dedo de pie derecho
46241000087102,fractura de falange de quinto dedo de pie derecho
46251000087104,fractura de falange de segundo dedo de pie derecho
46271000087105,fractura de extremo proximal de humero izquierdo
46301000087108,fractura de extremo proximal de humero derecho
46371000087103,luxacion de articulacion glenohumeral izquierda
46381000087101,luxacion de articulacion glenohumeral derecha
46421000087107,fractura de primer hueso metacarpiano de mano derecha
46431000087109,fractura de calcáneo izquierdo
46481000087108,fractura de cuello de fémur izquierdo
46511000087100,fractura de falange de dedo gordo de pie derecho
46581000087109,fractura de diáfisis de tibia derecha
46621000087109,fractura de extremo proximal de tibia derecha
46931000087101,fractura de falange media de meñique izquierdo
47011000087105,fractura de falange proximal de meñique izquierdo
47021000087102,fractura de falange proximal de anular izquierdo
47031000087100,fractura de falange proximal de pulgar izquierdo
47091000087104,fractura conminuta de rótula derecha
47101000087109,fractura trimaleolar de tobillo izquierdo
47561000087101,fractura de acetábulo izquierdo
47911000122102,intolerancia a ciprofloxacino
47951000087108,fractura de diáfisis de húmero izquierdo
47961000087106,fractura de diáfisis de radio izquierdo
48571000087106,fractura de maléolo externo de peroné derecho
48821000119104,alergia a fruto seco
49201000175103,en lista de espera para trasplante renal
49221000122105,intolerancia a timolol
50081000119107,masa de bazo
51211000122100,intolerancia a un fármaco inmunosupresor
51811000122101,intolerancia al ibuprofeno
53511000122102,intolerancia a la dexametasona
55041000087100,antecedente de injerto-puente aortobifemoral
55241000122104,intolerancia a agente topico
59271000119106,antecedente de fusion lumbar
60531000122107,intolerancia a los medios de contraste yodados
61531000119104,antecedente de nefrectomia
62231000122105,intolerancia a veneno de himenoptero
62341000122107,antritis erosiva
62371000122101,dolor en hueco popliteo
62381000122103,portador de protesis de rodilla
62401000122103,herida inciso-contusa
62481000122105,accidente cerebrovascular hemorragico
62491000122108,cancer cutaneo no melanoma
62681000122108,ureterostomía presente
62971000122100,infeccion respiratoria asociada a COVID-19
63101000122104,ha tenido contacto reciente con paciente con infeccion respiratoria aguda
63511000122107,resultado: caso covid-19 todavia en seguimiento
63981000122109,enfermedad por sars-cov-2 en mujer embarazada
64421000122102,rinitis y asma
65081000122106,sindrome de fatiga tras COVID-19
65681000122104,anosmia reversible debida a covid-19
65971000052100,psicosis aguda
66181000122101,obesidad con indice de masa corporal mayor o igual a 30
66511000119102,portador de translocacion cromosomica
66611000119101,portador de trastorno cromosomico
66661000119103,portador de cromosoma x fragil
66731000119103,portador de distrofia muscular de Duchenne
66871000119108,portador de trastorno metabolico
66971000119103,portador de hemocromatosis
67841000119103,"neoplasia maligna primaria microcitica de pulmon, estadio TNM 4"
68121000119103,paralisis facial grado ii de house-brackmann
68131000119100,paralisis facial grado iii de house-brackmann
68591000122109,tromboembolia pulmonar cronica con hipertension pulmonar
69641000122105,determinacion de riesgo de consumo de alcohol
71271000119107,antecedente familiar de retinitis pigmentaria
71731000112108,masa de faringe
71741000112102,lesion faringea
72161000119100,sindrome antifosfolipidico en el embarazo
72291000119104,arritmia cardiaca durante embarazo
72331000119105,talasemia materna que complica el embarazo
73171000122103,masa en ano
73251000122100,cefalea hemicraneal
73281000122106,contractura de musculo trapecio
73421000122106,deseo de gestacion
73441000122101,dolor en cresta iliaca
73451000122104,dolor en region malar
73461000122102,dolor plantar
73581000122109,gonalgia postraumatica
73591000122107,herida en muñón de amputación
73601000122101,hernia de nucleo pulposo de disco intervertebral de region cervical
73611000122103,hernia de nucleo pulposo de disco intervertebral de region dorsal
73621000122109,hernia de nucleo pulposo de disco intervertebral de region lumbar l4-l5
73631000122107,hernia de nucleo pulposo de disco intervertebral de region lumbosacra L5-S1
73641000122104,hernia de nucleo pulposo de disco intervertebral de region lumbar
73671000122105,isquemia cronica de miembro inferior
73691000122106,lumbalgia postraumatica
73891000122105,osteoma de seno frontal
73931000122103,poliartritis crónica
73961000122105,portador de protesis valvular aortica
73971000122100,portador de protesis valvular mitral
74061000122107,quemadura de ojo por caustico
