prov_ref,prov_descr
P209058,hombro vastago corto / largo
P209060,lente intraocular monobloque c/inyector
P209097,stent nitinol autoexpandible
P209098,stent autoexpandible c/stent metalico
P209117,sistema cierre de banda en punta afilada
P209148,reservorio alta presion unicameral
P209242,stent coronario  farmacoactivo sirolimus
P209260,osteo placa  ips maxilar mandibula y men
P209398,valvula aortica pericard bovino mitmeva
P209401,malla polipropileno e iones plata 15 x 1
P209484,valvula delta presion media c/cat. perit
P209486,cadera cotilo tipo cluster
P209649,osteo barra larga con ajuste rapido
P209709,electrodo percutaneo de prueba 60 cm
P209710,rodilla componente intercondileo femoral
P209740,osteo cabezal multitornillo doble grande
P209766,osteo sistema 3d para placa estandard en ext.inf.
P209767,osteo distractor lineal telescopico long
P209825,parche pericardio bovino flexible10x16cm
P209827,cadera cupula revision con pivote
P209828,cadera inserto metalico
P209829,cadera nucleo
P209830,cadera tornillo
P209831,osteocabezal multitornillo grande
P209851,osteo barra diam. 12 mm l 400 mm
P209852,"osteo aro 5/8, diametro 180mm, modular"
P209853,"osteo aro 3/8, diametro 180mm, modular"
P209854,osteo poste conexion l50 mm ae 12mm ester
P209856,osteo perno de bloqueo de inserto ps de
P209867,malla tridimensional c/chimenea
P209868,malla tridimensional c/chimenea
P209901,sistema transcateter valvula mitral
P209902,kit extension electrodo octop/direc dobl
P209945,marcapasos inalambrico auricular
P209946,marcapasos inalambrico ventricular
P209982,dispositivo de embolizacion intracraneal
P209985,columna malla corpectomia
P209986,columna tornillo cervical poliaxial auto
P209987,columna placa cervical pl 6 orificios
P209988,columna ortho blast-ii 3.0cc pasta jerin
P209989,implante de glaucoma inyectable healaflo
P209990,bypass salivar silicona 8 mm
P210012,lamela anterior cultivada
P210014,osteo sistema 3d para placa personalizada ext.inf.
P210015,"piel artificial 10-10,5x12,5-15"
P210030,osteo tornillo pedicular
P210063,malla elastica c/agente antimicrobiano
P210065,osteo conectores barra
P210066,osteo tuerca para tornillo pedicular
P210067,osteo barra recta de titanio
P210068,osteo conector paralelo abierto/cerrado
P210069,osteo extension iliaca
P210081,stent vascular autoexpansivo nitin.ptfe
P210101,tuerca de bloqueo para fijacion iliaca
P210102,tornillo iliaco o6.5 l55mm
P210103,o5.5 ti k-rod barra personalizada
P210140,protesi de penis kit ensamblajes+extenso
P210153,endoprotesis p/aat diseccion aorta torac
P210155,ndoprotesis bifurcada nitinol+poliester
P210187,neuroestimulador externo sistema interst
P210188,extension percutanea intraoperatoria
P210190,stent coronario con liberacion sirolimus
P210195,osteo sistema 3d placa personalizada ext
P210196,osteo tornillo bloqueo para sistema 3d
P210197,columna grafton putty 5 cc
P210198,columna placa cervical 1 nivel
P210199,tobillo componente tibial base movil
P210200,tobillo implante talar
P210229,endoprotesis bifurcada nitinol+poliester
P210241,tobillo tibial inserto mb
P210281,p.vascular tubular axilobifurcada ptfe
P210284,endoprotesis abdominal fenestrada trimod
P210285,endoprotesis bifurcada estandard p/aaa
P210288,sistema retraccion tlc con marco retract
P210338,sistema implante electrodos desfibrilado
P210339,electrodo tripolar desfibrilador subcuta
P210357,osteo perno con rosca completa
P210358,osteo tornillo rosca multidirecional
P210359,osteo tornillo para perno
P210388,osteo implante personalizado peek hueso
P210389,osteo tornillo cortical alfa / beta auto
P210441,endoprotesis bifurcada ptfe p/aaa
P210442,endoprotesis bifurcada ptfe p/aaa
P210443,endoprotesis bifurcada ptfe p/aaa
P210444,endoprotesis p/aaa cuellos hasta 90grado
P210554,vascular branch iliac unilaterrl nitinol
P210557,protesis para reconst de aorta asc 26mm
P210558, protesis para reconst de aorta asc 28mm
P210559, protesis para reconst de aorta asc 30mm
P210560, protesis para reconst de aorta asc 32mm
P210645,cadera vastago no cementado
P210646,broca sutura
P210647,mini sutura
P210649,cadera inserto biolox
P210682,"artro anclaje peq. articulaciones 2,8mm"
P210696,cadera segmento masivo cuello 65 mm
P210697,cadera component conexion femur proximal
P210698,cadera tornilllo de expansion
P210699,cadera anillo de soporte  sistema mega
P210811,columna tornillo parcialmente roscado
P210813,columna tornillo angulo preferido craneo
P210906,osteo placa  ips deformidad facial a medida
P210908,cadera cotilo multiperforado de titanio
P210909,cadera tapon cupula
P210943,pie kit grapa titanio memoria compresion
P210944,pie kit de plantilla de tamano para grap
P211029,columna caja cervical ti posterior 2u
P211030,columna caja cervical ti posterior
P211112,osteo aguja o1.5 x 120 mm con muesca
P211113,osteo placa estabilizadora trocanter
P211115,cadera tornillo titanio 25 mm
P211116,cadera tornillo titanio 20 mm
P211118,rodilla inserto attune ps rp talla 5 6mm
P211119,rodilla inserto atune ps rp talla 5 12mm
P211163,sistema  de reconstruccion anular tricus
P211186,osteo sutura fiber tape 2 mm
P211187,osteo tornillo interferencial reabsorvib
P211189,osteo tornillo interferencial con vaina
P211191,osteo tornillo interferencial reabsorvib
P211192,osteo grapa ligamento 8 mm. x 20 mm
P211193,sutura irrompible fibrewire 2-0 usp
P211224,osteo cabezal grande
P211244,osteo implante sin nudos
P211246,osteo tornillo bloqueo va 2mm
P211247,osteo placa va-lcp humero distal
P211256,cadera restauracion inserto
P211257,cadera centralizador alado de vastago
P211258,cadera cotilo
P211259,cadera inserto
P211260,osteo sistema 3d para implant metaglena
P211265,columna conector abierto titanio 30mm
P211369,columna barra cromo cobalto
P211370,columna barra recta 5.5 titanio
P211372,matriz dermica sintetica de colageno
P211373,columna caja intersomatica oyster
P211374,columna kit de corte para barra
P211375,columna barra premoldeada titanio
P211376,osteo implante colageno reabsorvible
P211386,osteo sistema de sutura sin nudos titani
P211387,osteo sistema de sutura sin nudos acero
P211388,osteo alambre o3x285 mm
P211389,osteo fijacion alambre
P211390,osteo tornillo de bloqueo avanzado
P211413,osteo placa lateral estrecha simetrica d
P211420,osteo tornillo de fijacion
P211422,osteo tornillo de anclaje
P211423,mano implante roscado para radio
P211424,mano implante roscado metacarpiano
P211426,mano cabeza metacarpiana 15mm
P211427,mano copa radial
P21154,protesis recta pared fina vt06070 gore
P211547,osteo placa lcp 2.7 / 3.5 perone distal
P211548,columna conector lateral titanio
P211549,osteo placa personalitzada titani l20-40
P211550,osteo pilar cicatrizacion anatomico
P21159,electrodo imk49 imd49-b-jb ime49-b-jb
P211594,stent tips hepatico viatorr
P211597,"sustituto oseo en granulo 1 x 5cc 0,5-08"
P211598,relleno cavidades oseas 5cc
P211599,columna barra predoblada titanio sierra
P211600,columna barra titanio sierra
P211622,xen63 implante gel derivacion para glaucoma
P211623,kit valvula autoregulable bajo perfil
P211624,columna barra titanio lordotica
P211625,columna tornillo canulado titanio
P211626,columna cabeza tornillo titanio
P211627,columna espira tornillo titanio
P211628,columna bloqueador titanio
P211629,columna caja fusion intersom ti poroso
P211671,columna tornillo poliax primario sierra
P211672,columna tornillo poliax vastago sierra
P211674,tapa de cierre sierra
P211675,artro anclaje con sutura 2.0mm
P211678,osteo tornillo reabsorvible canulado
P211695,osteo aro completo 160mm
P211696,osteo kit senaliz. de direccion (6 pcs)
P211697,osteo kit senaliz.color y num. (6 pcs)
P211698,columna substit. ossi reabsorv.1x50 pel.
P211771,desfibrilador implantable visia af mri s
P211789,osteo placa ips mandib.guias titan.medid
P211791,sustituto oseo en granulo medium 1.0
P211792,sustituto  oseo en granulos 5cc
P211793,relleno cavidades oseas 10cc
P211801,osteo kit p/ reparacion plantar
P211919,biocompuesto con anclaje de sutura
P211920,osteo sistema implante biocomposite
P211931,osteo stick de fibra de calibre 2
P211977,osteo placa 2.5 fusion rsl palmar izquie
P212021,mano vastago distal radiocubital
P212022,mano placa union radiocubital distal
P212023,"mano tornillo de bloqueo o3,5"
P212024,"mano tornillo cortical o3,5"
P212196,osteo dispositivo fijacion condilea ti p
P212197,osteo dispositivo fijacion condilea ti e
P21220,electrodo percutaneo tetrap. 3888-3887
P21221,conector quad itrel ii 7495
P212216,hombro vastago humeral fractura
P212217,hombro glenosfera excentrica
P212220,cadera cabeza femoral cr-co cono de 36mm
P212223,columna placa cervical 6 ag tryptik
P212225,columna tornillo para placa cerv tryptik
P212267,osteo guia de corte craneoplastia poliam
P212269,columna masilla osea desmineralizada 5cc
P212270,oido kit implante osteointegrado ponto
P212281,hombro componente humeral + vastago
P212283,hombro glenosfera metalica
P212284,hueso esponjoso en forma de taco
P212375,osteo placa  ips maxilar mandibula a med
P212411,eyewatch implante
P212412,"aguja kirschner 2,0mmx280mm"
P212457,sensor monitorizacion presion pulmonar
P212461,hombro humero entero con manguito rotado
P212462,"lio envista enhanced de 0,0 d a 30,0d"
P212489,lente icl miopica astigmatimo torica 5.0
P212499,columna caja cervical bloqueada diva
P212523,lente icl miopica 5.0 a 6.1 mm
P212582,columna tornillo p/caja cervical diva
P212583,anillo de tension capsular precargado je
P212584,anillo de tension capsular precargado je 12x14
P212696,artro sistema de reparacion menisco curv
P212723,columna barra doblada titanio esteril
P212724,columna tornillo percutaneo con tuerca
P212776,codman kit cateter intratecal
P212777,codman kit cateter proximal para bomba
P212785,lente tecnis eyhance iol
P212909,marcapaso monocameral c/monitoriz.remota
P212914,generador marcapaso bicameral c/monit.re
P212918,sistema gernerador marcapaso monocameral
P212919,generador marcapaso bicameral c/monit.re
P212925,cadera pelvis parcial derecha 60-52mm
P212961,marcapaso bicameral c/monitorizac.remota
P212963,generador marcapaso monoc. c/moni remota
P212964,generador marcapaso tricameral c/monit.r
P212965,generador marcapaso bicameral c/monit.re
P212981,sistema gernerador marcapaso monocameral
P212982,sistema gernerador marcapaso bicameral
P213001,osteo placa  ips maxilar y mandibula
P213121,implante pesonalizado ti extra pequeno
P213126,rodilla componente femoral clavo artrode
P213127,rodilla componente tibial clavo artrodes
P213151,stent coronario mallado angina refractar
P213398,osteo placa  ips peek angulo mandibular
P213418,parche pericardio  bovino 6 x8 cm
P213432,endoprotesis toracica fenestrada para ar
P213433,generador marcapaso bicameral rec. oro
P213435,placa polietileno para pterio
P213462,cadera segmento de vastago 30 mm
P213464,genoll component tibial antialergic
P213465,columna kit cifoplastia bilateral
P213467,protesis completa de cadera sist. 3d
P213469,osteo sistema 3d para desrotativa tibia
P213484,osteo canula de administr.de relleno
P213623,lente tecnis symfony toric ii
P213654,"artro anclaje de sutura peek 4,5mm 2 sut"
P213656,"artro anclaje de sutura peek 1,4 mm 2 su"
P213657,"artro anclaje de sut fusion peek 5,5mm 2"
P213658,"artro anclaje sut c/agarre peek 5,5mm 2"
P213659,"artro anclaje de sut peek 5,5mm y cinta"
P213660,artro ultra sutura quir no absor y cinta
P213764,cadera cotilo no cementado ti hemiesferi
P213806,matriz osea desmineralizada humana 5.0cc
P213876,osteo implante personalizado ti sls
P213892,columna placa cervical 4 niveles zevo
P213894,columna tornillo fenestrado ti zevo
P213895,columna sacabocados navegado infinity
P213896,columna tapon de cierre infinity
P213897,columna tornillo multiaxial infinity
P213898,columna barra precortada infinity
P213901,cadera vastago femoral ti hidroxiapatita
P213902,cadera cupula sistema biarticular
P213904,cadera cabeza femoral ceramica/metal
P213907,dispositivo transcateter prot valvulada
P213949,lente monofocal micropure
P213950,implante toracico pectus
P213963,mamaria base redonda texturada silicona
P213964,lente tecnis toric ii lio zcu
P213972,prot.pene 2 cilindros c/bomba
P213973,prot.pene extensores
P213975,prot.pene 2 cilindros c/bomba
P213976,prot.pene kit montaje
P213978,prot.pene balon deposito bajo perfil
P213979,prot.pene extensores
P213989,lente tecnis symfony simplicity
P214,p214
P214117,sistema estimulacion cardiaca transcatet
P214118,"artro anclaje sutura peek 4,75mm 2sutura"
P214187,endoprotesis toracica a medida
P214239,lente addon torica esf
P214325,cateter ventricul p/valvula 140mm bario
P214337,lent luxsmart precargada
P214338,lent luxsmart toric precargada
P214379,columna espaciador intersomatico lateral
P214479,cateter ventricular para valvula 250mm
P214482,columna placa espaciad intersom lateral
P214485,columna tornillo autoperf p/placa lat
P214551,cateter peritoneal p/valvula 1200mm
P214552,columna tornillo poliaxial canulado p/ c
P214553,columna barra precurvada percutanea
P214554,columna conector transverso multiaxial
P214677,parche cardiovascular
P214718,artro vastago humeral no cemen.talla 4 o
P214719,artro placa glen. o 26mm no cement.tet.long. 12mm de torn. cent.
P214725,osteo aro completo diam 180-200mm
P214726,"osteo arco de pie, o 160mm modular, est"
P214729,columna tornillo poliax mis carbon/peek
P214730,columna barra recta/curv mis carbon/peek
P214741,artro glenosfera o 39 mm centrada
P214744,artro obturator para placa glenoidea c/tornillo central
P214746,artro inserto humeral 2 mm p/glenosferas o 39/42 mm
P214749,"artro tornillo cortical compresion o 4,5 mm l 25 mm"
P214782,columna tuerca de titanio
P214788,cadera cabeza femoral metalica cr-co
P214802,grapa costal 6 dientes
P214803,barra l 30mm
P214844,kit cabezal estimula. ganglio raiz doral
P214907,columna caja intersom peek recubierta ti
P214919,artro anclaje cadera fiber tak sut s/nud
P214920,artro biocomposite pushlock 2.9mmx15.5mm
P215,perfil p215 - rcvpp
P215011,artro fiberlnk #2 c/ loop cerrado
P215032,osteo placa recta diafisaria para fibula
P215034,osteo placa osteotomia tibial distal de
P215035,osteo placa osteotomia tibial de sustrac
P215044,valvula mecanica (bivalva)aortica-mitral
P215186,artro tornillo central o7mm
P215211,osteo clavo perone 3.0x145mm esteril
P215241,osteo placa  ips orbital a medida
P215242,columna espaciador intersom expandible
P215371,implante pesonalizado ti extra grande
P215372,ferula para ortognatica poliamida
P215411,kit substituto oseo sulfato calcico 10cc
P215536,columna conector lateral abierto
P215561,dispositivo de derivacio interauricular
P215562,cadera cotilo hemiesferico titanio
P215637,cadera vastago no cementado
P215638,cadera vastago corto no cementado
P215640,osteo aro 5/8 160-200mm modular
P215650,matriz de piel sintetica colageno
P215655,rodilla anclaje de doble sutura
P215672,osteo tapon de cierre 8.5/10.7mm
P215673,osteo ant acceso femur trocanter 10o 8.5
P215674,osteo tornillo bloqueo rosca proximal
P215675,osteo tornillo bloqueo rosca completa
P215681,tobillo componente astragalo corte plano
P215750,endoprotesis aorto uniliaca p/aaa
P215802,lente intraocular torica fil ssf
P215881,oido implante pasivo percutaneo ti
P215900,lente de fijacion escleral carlevale hi-
P215919,artro sutura adhesiva doble
P215920,artro pasadores de sutura rectos c/ lazo
P215955,lente oftalmologica de cornea
P215967,rodilla componente femoral cementado
P215968,rodilla inserto tibial
P215969,rodilla componente patelar
P216,estudi immunologic screening/pre-infusio cart-19
