lab_sap_ref,lab_descr,units,lab_ref
LABTGFO,Factor de creixement transform,ng/24h,4802
LABTH1,TH1,%,4803
LABTH17,TH17,%,4804
LABTH2,TH2,%,4805
LABTHALDO,Tetrahidroaldosterona (THAldo),N.D.,3655
LABTHBO,Tetrahidrocorticosterona (THB),N.D.,3656
LABTHDOCO,Tetrahidrodesoxicorticosterona,N.D.,3657
LABTHEO,Tetrahidrocortisona (THE),N.D.,3658
LABTHFO,Tetrahidrocortisol (THF),N.D.,3659
LABTHR,"Treonina (THR), orina",N.D.,3660
LABTHRBF,Gen THRB-mutación concreta (ca,N.D.,4806
LABTHRP,"Treonina (THR), plasma",N.D.,3661
LABTHSO,Tetrahidro-11-desoxicortisol (,N.D.,3662
LABTHTO,Ac IgG anti-Th/To (Dot-Blot),N.D.,3663
LABTIAGG,Titulació anti-A (IgG),N.D.,4807
LABTIAGM,Titulació anti-A (IgM),N.D.,4808
LABTIBC,Capacidad total de ligar hierro,mg/L,3664
LABTIBGG,Titulació anti-B (IgG),N.D.,4809
LABTIBGM,Titulació anti-B (IgM),N.D.,4810
LABTICAG,"Ticagrelor + metabòlit, sèrum",N.D.,4811
LABTIF1,Ac miositis anti-TIF1 (Dot-Blot),N.D.,3665
LABTIG,Ac. antiTiroglobulina,N.D.,3666
LABTIMP1CH,Inhibidor tissular de metalopr,N.D.,3667
LABTIMP1FC,Inhibidor tisular de metalopro,ng/mL,4812
LABTIPCMV1,Tipus Dextramer HLA 1,N.D.,3668
LABTIPRA,"Tipranavir, sang total",µg/mL,4813
LABTITISO,Titulació isoaglutinines,N.D.,3669
LABTKAC,Activación por el TPP,N.D.,3670
LABTKACT,Actividad (TK),N.D.,3671
LABTKVIT,TK + TPP (VitB1),N.D.,3672
LABTLC,Testosterona lliure calculada,ng/dL,3673
LABTLMDP,Diagnóstico prenatal de sondas s,N.D.,3674
LABTLR3F,"Estudio funcional TLR-3, fibrobl",N.D.,3675
LABTLR3S,"Estudio funcional TLR-3, sangre",N.D.,3676
LABTMACIME,Gens acidèmies metilmalónicas,N.D.,3677
LABTMAMAC,Gens altres trastorns dels ami,N.D.,3678
LABTMARCE,Gens Xarop dArce i metabolism,N.D.,3679
LABTMBEOXM,Gens beta-oxidació mitocondria,N.D.,3680
LABTMCDGII,Gens glicosilació de proteïnes,N.D.,4814
LABTMEMF,Gen TMEM127- mutació concreta,N.D.,4815
LABTMEMI,Gen TMEM127- recerca de mutaci,N.D.,4816
LABTMGALFR,Gens metabolisme galactosa i f,N.D.,3681
LABTMGLUCO,Gens glucogenosi,N.D.,3682
LABTMHIDRO,Gens hidrops fetal no-immune,N.D.,3683
LABTMHIPER,Gens hiperoxalurias,N.D.,3684
LABTMLISO,Gens lisosomals I: Mucopolisac,N.D.,3685
LABTMLISOI,Gens lisosomals II: Glucoprote,N.D.,3686
LABTMLPA,Sondes telomèriques MLPA,N.D.,3687
LABTMMETIO,Gens metabolisme metionina i h,N.D.,3688
LABTMMITO,Estudi dels gens mitocondrials,N.D.,3689
LABTMNEURO,Gens neurotrasmisores i relaci,N.D.,3690
LABTMPEROX,Gens peroxisomals II: Adrenole,N.D.,4817
LABTMPIRUV,Gens piruvat deshidrogenasa (P,N.D.,3691
LABTMPROLI,Gens metabolisme prolina,N.D.,3692
LABTMUREA,Gens cicle de la urea i relaci,N.D.,3693
LABTN,Translucència nucal,N.D.,3694
LABTN2,Translucència nucal segon bess,N.D.,3695
LABTN2M,Translucència nucal segon bess,N.D.,3696
LABTNCD8,"CD8+ noT % (NKs CD8+), sangre to",%,3697
LABTNCD8N,TNCD8N,%,4818
LABTNFAI,TNF-alfa,N.D.,3698
LABTNFB,Polimorfisme B1/B2 gen TNF-bet,N.D.,4819
LABTNFC,"TNF-alfa, líquid",pg/mL,4820
LABTNFFC,Factor de necrosi tumoral alfa,pg/mL,4821
LABTNMO,Translucència nucal MoMs,N.D.,3699
LABTOCIG,"Ac IgG anti-Toxocara canis, séru",N.D.,3700
LABTOLBU,Tolbutamida,N.D.,3701
LABTOS,"Test OSullivan, sèrum",N.D.,3702
LABTOXO1,IgE Toxoide tetànic (Rc208)-cl,N.D.,3703
LABTOXO2,IgE Toxoide tetànic (Rc208)-co,N.D.,3704
LABTP1ATIS,"Tiempo de protrombina, %",N.D.,3705
LABTP37,Temps protrombina a 37ºC,N.D.,3706
LABTPC,Temps protrombina de Control,N.D.,3707
LABTPHEXT,Perfil estès de seguiment post,N.D.,3708
LABTPMTB,Polimorfismes del gen TPMT *3B,N.D.,3709
LABTPMTC,Polimorfismes del gen TPMT *3C,N.D.,3710
LABTPMTD,Polimorfismes del gen TPMT,N.D.,3711
LABTPNAS,Troponina alta sensibilidad,ng/L,3712
LABTPO,Ac anti-Peroxidasa tiroidea,N.D.,3713
LABTPP,Temps protrombina de Pacient,N.D.,3714
LABTPR,"Temps de protrombina, rati",N.D.,3715
LABTPSATIS,"Tiempo de protrombina, segundo",N.D.,3716
LABTPTA,Temps protrombina a Tªambient,N.D.,3717
LABTRAB,Anticuerpos antireceptor de TSH,U/L,3718
LABTRAMA,Tramadol,N.D.,3719
LABTRDNERL,Anticossos anti-Tr(DNER),N.D.,4822
LABTRDNERS,Anticuerpos anti-Tr(DNER) (Blot),N.D.,3720
LABTRIC,Tricoleucòcits,N.D.,3721
LABTRILQ,"Triglicèrids (Quilomicrons), l",mg/dL,3722
LABTRIP,"Triptasa, sang total",N.D.,3723
LABTRIPT,"Triptasa, sèrum",N.D.,3724
LABTROMB,"Trombograma,plasma",N.D.,4823
LABTROPSU,Troponina alta sensibilidad,ng/L,3725
LABTROPV,Tropisme VIH,N.D.,3726
LABTRPP,"Triptòfan (TRP), plasma",N.D.,3727
LABTSH,Tirotropina serum,mUI/L,3728
LABTSHS20,Tirotropina (TSH) 20 min,mUI/L,4824
LABTSHS60,Tirotropina (TSH) 60 min,N.D.,3729
LABTSHSB,Tirotropina (TSH) basal,N.D.,3730
LABTSPOT,Elispot-TB,N.D.,3731
LABTTDCD,"Prova de Coombs directe, sang",N.D.,3732
LABTTG,Anticuerpos IgA antitransglutami,CU,3733
LABTTGA,Anticuerpos IgA antitransglutami,FLU,3734
LABTTGG,Ac IgG anti-tTG (anti-transgluta,U/ml,3735
LABTTOLL,Estudio funcional receptores tip,N.D.,3736
LABTTPA37,Temps tromboplastina parcial a,N.D.,3737
LABTTPAC,Temps tromboplastina parcial d,N.D.,3738
LABTTPAP,Temps tromboplastina parcial d,N.D.,3739
LABTTPATA,Temps tromboplastina parcial a,N.D.,3740
LABTUBREB,Tub rebut,N.D.,3741
LABTUBREC,Tub reclamat,N.D.,3742
LABTX5I,"IgE tx5 - mescla arbres 5 (t2,",N.D.,3743
LABTX5II,"IgE tx5 - mescla arbres 5 (t2,",N.D.,3744
LABTX6I,"IgE tx6 - mescla arbres 6 (t1,",N.D.,3745
LABTX6II,"IgE tx6 - mescla arbres 6 (t1,",N.D.,3746
LABTX71,IgE Arb(tx7:olv/slz/pi/euc/aca,N.D.,3747
LABTX72,IgE Arb(tx7:ol/slz/pi/euc/aca/,N.D.,3748
LABTXBP,"Tromboxà B2 (TXB2),plasma",N.D.,4825
LABTYRO,"Tirosina (TYR),  orina",N.D.,3749
LABUALY,Atyp. Limphocytes,N.D.,4826
LABUAMKN,Nivell amikacina nounats,N.D.,3750
LABUCHT1,"UCHT1, sèrum",N.D.,3751
LABUCML,"Células mesoteliales, otros líqu",%,3752
LABUCMLM,"Células mesoteliales, líquido am",%,3753
LABUCMLP,"Células mesoteliales, líquido pl",%,3754
LABUCMLPE,"Células mesoteliales, líquido pe",%,3755
LABUCMLR,"Células mesoteliales, líquido ar",%,3756
LABUCMLS,"Células mesoteliales, líquido as",%,3757
LABUCNLAM,"Células, líquido amniótico",/mm³,3758
LABUCNLPER,"Células nucleadas, líquido peric",/mm³,3759
LABUCOMLA,"Comentario, líquido articular",N.D.,3760
LABUCOMLAM,"Comentario, líquido amniótico",N.D.,3761
LABUCOMLD,"Comentario, otros líquidos",N.D.,3762
LABUCOMLP,"Comentario, líquido pleural",N.D.,3763
LABUCOMLPE,"Comentario, líquido pericardiaco",N.D.,3764
LABUCOMLS,"Comentario, líquido ascítico",N.D.,3765
LABUCVIH,Detección urgente VIH-1 (ARN cua,cp/mL,3766
LABUE3,Estriol libre,nmol/L,3767
LABUE3M,Estriol libre MoMs,N.D.,3768
LABUEOSL,"Eosinófilos, otros líquidos",N.D.,3769
LABUEOSLM,"Eosinófilos, líquido amniòtico",N.D.,3770
LABUEOSLP,"Eosinófilos, líquido pleural",N.D.,3771
LABUEOSLPE,"Eosinòfils, líquid pericàrdic",N.D.,3772
LABUEOSLR,"Eosinófilos, líquido articular",N.D.,3773
LABUEOSLS,"Eosinófilos, líquido ascítico",N.D.,3774
LABUFML,"Células, otros líquidos",N.D.,3775
LABUFMLC,"Células, LCR",N.D.,3776
LABUFMLM,"Células, líquido amniótico",N.D.,3777
LABUFMLP,"Células, líquido pleural",N.D.,3778
LABUFMLPE,"Células, líquido pericárdico",N.D.,3779
LABUFMLR,"Células, líquido articular",N.D.,3780
LABUFMLS,"Células, líquido ascítico",N.D.,3781
LABUHELAR,"Hematies, líquid articular",N.D.,3782
LABUHEMLAM,"Hematies, líquid amniòtic",N.D.,3783
LABUHEMLPE,"Hematies, líquid pericàrdic",N.D.,3784
LABUKETA,Ketamina,N.D.,3785
LABULIC,Large Immature Cells,N.D.,4827
LABULIML,"Limfòcits, altres líquids",N.D.,3786
LABULIMLM,"Limfòcits, líquid amniòtic",N.D.,3787
LABULIMLP,"Limfòcits, líquid pleural",N.D.,3788
LABULIMLPE,"Limfòcits, líquid pericàrdic",N.D.,3789
LABULIMLR,"Limfòcits, líquid articular",N.D.,3790
LABULIMLS,"Limfòcits, líquid ascític",N.D.,3791
LABUMAL,"Macròfags, altres líquids",N.D.,3792
LABUMALM,"Macròfags, líquid amniòtic",N.D.,3793
LABUMALP,"Macròfags, líquid pleural",N.D.,3794
LABUMALPE,"Macròfags, líquid pericàrdic",N.D.,3795
LABUMALR,"Macròfags, líquid articular",N.D.,3796
LABUMALS,"Macròfags, líquid ascític",N.D.,3797
LABUMONL,"Monòcits, altres líquids",N.D.,3798
LABUMONLM,"Monòcits, líquid amniòtic",N.D.,3799
LABUMONLP,"Monòcits, líquid pleural",N.D.,3800
LABUMONLPE,"Monòcits, líquid pericàrdic",N.D.,3801
LABUMONLR,"Monòcits, líquid articular",N.D.,3802
LABUMONLS,"Monòcits, líquid ascític",N.D.,3803
LABUNCC,Cilindres no classificats,N.D.,4828
LABUNELM,"Neutròfils, líquid amniòtic",N.D.,3804
LABUNELP,"Neutròfils, líquid pleural",N.D.,3805
LABUNELPE,"Neutròfils, líquid pericàrdic",N.D.,3806
LABUNELR,"Neutròfils, líquid articular",N.D.,3807
LABUNELS,"Neutròfils, líquid ascític",N.D.,3808
LABUNEUL,"Neutròfils, altres líquids",N.D.,3809
LABUPLAL,"Células plasmáticas, otros líqui",N.D.,3810
LABUPLALM,"Células plasmáticas, líquido amn",N.D.,3811
LABUPLALP,"Células plasmáticas, líquido ple",%,3812
LABUPLALPE,"Cèl·lules plasmàtiques, líquid",N.D.,3813
LABUPLALR,"Células plasmáticas, líquido art",N.D.,3814
LABUPLALS,"Células plasmáticas, líquido asc",N.D.,3815
LABUREA,"Urea,orina 24 h",N.D.,3816
LABUROD,"Uroporfirinogen decarboxilasa,",N.D.,3817
LABUROF3,"Uroporfirina III,femta",nmol/g f.s.,4829
LABUROK,"Urocinasa,plasma",ng/mL,4976
LABUROP,"Uroporfirina I,orina",N.D.,3818
LABUROP3,"Uroporfirina III,orina",N.D.,3819
LABUROPF,"Uroporfirina I,femta",nmol/g f.s.,4830
LABUROPFP,Uroporfirina,N.D.,3820
LABUROPS,"Uroporfirina I, plasma",N.D.,3821
LABUROS3,"Uroporfirina III, plasma",N.D.,3822
LABUVANN,Nivell vancomicina nounats,N.D.,3823
LABVALOO,"Valina (VAL), orina",N.D.,3824
LABVALPS,"Ácido valproico,saliva",N.D.,3825
LABVALS,"Valina (VAL), plasma",N.D.,3826
LABVANCO,"Vancomicina, plasma LC/MS/MS",µg/mL,3827
LABVCAM1,Dosificación de VCAM 1 soluble (,N.D.,3828
LABVCHKG,"IgG virus chikungunya,sèrum",N.D.,3829
LABVCHKM,"IgM virus chikungunya,sèrum",N.D.,3830
LABVCMSC,VCM(Volum eritroc. mig)sang d,fl,5071
LABVDLL,Prova reagínica de lues (VDRL),N.D.,3831
LABVEGF,Factor de crecimiento endotelial,pg/mL,3832
LABVEGFD,VEGF-D,pg/mL,3833
LABVENLA,"Venlafaxina, sèrum",N.D.,3834
LABVERAP,Verapamilo,N.D.,4831
LABVERI,Cribaje IgE componentes molecula,N.D.,3835
LABVEXAS,Estudi genètic del síndrome VE,N.D.,5099
LABVHDRN,"Hepatitis D, RNA del VHD, PCR",N.D.,3836
LABVHEAM,"Hepatitis E, Acs IgM anti-VHE",N.D.,3837
LABVHEGE,"Genotipat VHE, sèrum",N.D.,3838
LABVHERF,"RNA virus hepatitis E, femta",N.D.,3839
LABVHERN,"Hepatitis E, RNA del VHE, PCR",N.D.,3840
LABVHERQ,RNA virus hepatitis E quantita,N.D.,3841
LABVIHR,"Diagnóstico rápido VIH, sérum",N.D.,3842
LABVIP,Pèptid intestinal vasoactiu (V,N.D.,3843
LABVITC,"Vitamina C, plasma",N.D.,3844
LABVNILG,"IgG Virus NIL Occidental, sèru",N.D.,3845
LABVNILM,"IgM Virus NIL Occidental, sèru",N.D.,3846
LABVNLFX,Venlafaxina orina,N.D.,3847
LABVNTR,Polimorfisme VNTR de la glicop,N.D.,3848
LABVOLMIN5,Volum minut,N.D.,3849
LABVOLMINA,Volum minut,N.D.,3850
LABVORIA,Voriconazol,N.D.,3851
LABVORIC,Voriconazol,N.D.,3852
LABVP00,"ACTH [vena periférica, 0min], sé",pg/mL,3853
LABVP03,"ACTH [vena periférica, 3min], sé",pg/mL,3854
LABVP05,"ACTH [vena periférica, 5min], sé",pg/mL,3855
LABVP10,"ACTH [vena periférica, 10min], s",pg/mL,3856
LABVPMSC,VPM(Volum plaquetari mig)sang,fl,5072
LABVVZGEU,Acs IgG anti-virus de la varicel,N.D.,3857
LABVWAG,"Factor von Willebrand antígeno,",U/dL,3858
LABVWIR,Factor von Willebrand -cofactor,U/dL,3859
LABW10I,IgE Cendrós (w10)-cl.,N.D.,3860
LABW10II,IgE Cendrós (w10)-conc.,N.D.,3861
LABW111,IgE Salsola (w11)-cl.,N.D.,3862
LABW112,IgE Salsola (w11)-conc.,N.D.,3863
LABW191,PARIET.(P.OFFIC.)CL.,N.D.,4832
LABW192,PARIE.P.OFFIC.Conc.,N.D.,4833
LABW211I,IgE rPla a 1 plàtan dombra (t,N.D.,3864
LABW211II,IgE rDer p 23 àcar (d209)-conc,N.D.,3865
LABW21I,IgE Morella (P. judaica) (w21),N.D.,3866
LABW21II,IgE Morella (P. judaica) (w21),N.D.,3867
LABW231I,IgE Art v 1 artemisia (w231)-c,N.D.,3868
LABW231II,IgE Art v 1 artemisia (w231)-c,N.D.,3869
LABW232I,"IgE nSal K 1 Salsola (w232), c",N.D.,4985
LABW232II,"IgE nSal K 1 Salsola (w232), s",N.D.,4984
LABW233I,IgE Art v 3 LTP artemisia (w23,N.D.,3870
LABW233II,IgE Art v 3 LTP artemisia (w23,N.D.,3871
LABW234I,w234 - IgE rPla l 1 Plantago (,N.D.,3872
LABW234II,w234 - IgE rPla l 1 Plantago,N.D.,3873
LABW61,IgE Artemisa (w6)-cl.,N.D.,3874
LABW62,IgE Artemisa (w6)-conc.,N.D.,3875
LABW8I,IgE Dent de lleó (w8)-cl.,N.D.,3876
LABW8II,IgE Dent de lleó (w8)-conc.,N.D.,3877
LABW9I,IgE Plantatge (w9)-cl.,N.D.,3878
LABW9II,IgE Plantatge (w9)-conc.,N.D.,3879
LABWBCC,"Cristales de Bilirrubina, sedime",N.D.,3880
LABWBPFH,Western Blot proteïnes FH i FH,N.D.,3881
LABWILG,Malaltia de Wilson - cas índex,N.D.,3882
LABWILSF,Malaltia de Wilson - cas famil,N.D.,3883
LABWUPDWN,PDW neonats,N.D.,3884
LABWX1I,IgE Maleza(wx1:amb/art/llan/ce,N.D.,3885
LABWX1II,IgE Maleza(wx1:amb/art/llan/cñ,N.D.,3886
LABX00C1,Complemento C1 Esterasa Inhibido,mg/dL,3887
LABX00FH,Estudi Molecular de Leiomatosi,N.D.,4834
LABX0BTP,Beta Trace Protein,mg/L,3888
LABX0DDO,Determinaciónn Diuréticos en ori,N.D.,3889
LABX0EMF,Encefalopatias Mitocondriales Fr,N.D.,3890
LABX0ETG,Confirmatorio ETG + Etilsulfat,N.D.,3891
LABX0LPX,"Lipoproteïna X, sèrum",N.D.,3892
LABX110G,Estudi Custom 1-10 gens,,5107
LABX26A4,Sec. Completa Gen SLC26A4 (Seq,N.D.,3893
LABXAATZ,"a1 antitripsina, heces",mg/g femta,3894
LABXABC6,Sec Completa Gen ABCC6,N.D.,3895
LABXABCB,Estudio mutacional gen ABCB4,N.D.,3896
LABXACGR,Estudio neutropenia autoimmune,N.D.,3897
LABXACHE,Anticuerpos Hongos Endémicos,N.D.,3898
LABXACNG,Anticuerpos antireceptor Nicotín,N.D.,3899
LABXACRA,Determinación anticuerpos rabia,N.D.,3900
LABXACTU,Acidosis tubular Renal distal,N.D.,4835
LABXADB1,Anticossos contra receptor Adr,N.D.,4836
LABXAFOR,"Ácido fórmico, orina",mg/g creat,3901
LABXAGEC,QGen Array Custom,N.D.,3902
LABXALDH,Análisis Polimorfismo p.Glu504Ly,N.D.,3903
LABXAMEX,Ampliación exoma,N.D.,3904
LABXANCA,Ac Anti-Anhidrasa carbonica,N.D.,3905
LABXANOD,Estudi Anti-Nodal-Paranodal LC,N.D.,3906
LABXANODS,"Estudi Anti-Nodal-Paranodal, s",N.D.,3907
LABXANSK,"Anisakis, sèrum",N.D.,3908
LABXATP7,Sec Completa ATP7A (Seq. Masiv,N.D.,3909
LABXATRS,Antidepresivos tricíclicos,N.D.,3910
LABXBACL,"Baclofeno, sérum",mg/L,3911
LABXBIOT,Biotina vitamina B7,N.D.,4837
LABXBOTH,"Toxina Botulinica Preformada,",N.D.,3912
LABXBOTS,"Toxina Botulinica Preformada,",N.D.,3913
LABXBPCR,Babesia sp caracterització PCR,N.D.,4838
LABXCA36,Estudio de SCA36,N.D.,3914
LABXCAAS,Ag aniónico circulant Schistosom,N.D.,3915
LABXCABT,"Ácidos biliares totales, sérum",µmol/L,3916
LABXCALR,Cálculo urinario,N.D.,3917
LABXCANT,Sdme de Cantu Estudi ABCC9,N.D.,3918
LABXCARD,Seq Compl Gen CARD14 (Seq. Mas,N.D.,4839
LABXCAVM,Cavernomatosis Múltiple (Sec. Ma,N.D.,3919
LABXCCDC,Estudio Molecular Gen CCDC39,N.D.,3920
LABXCDH1,Gen CDH1 (Sec. Masiva),N.D.,4840
LABXCHD7,CHD7 Secuenciación Completa (Sec,N.D.,3921
LABXCITO,Citotoxicidad NK,N.D.,3922
LABXCLEI,Panell Displàsia Cleidocraneal,N.D.,4841
LABXCLUS,Estudio de Talasemia MLPA Cluste,N.D.,3923
LABXCMT4,Charcot-Marie Tooth Tipus 4,N.D.,3924
LABXCOG6,Seq Completa del Gen COG6 (Seq,N.D.,3925
LABXCOL2,DP Mutació c3776 del gen COL2A,N.D.,4842
LABXCOL4,Desordenes genéticos con Gen COL,N.D.,3926
LABXCONT,Ac anticontactina 1 ICQ,N.D.,3927
LABXCONV,Confirmación del Coronavirus,N.D.,3928
LABXCPSC,Comprobación patogenicidad Sch,N.D.,4843
LABXDCSC,Disostosis Cleidocraneal Seq.,N.D.,4844
LABXDECD,"Degranulació, expressió CD107a",N.D.,4845
LABXDFLL,Deficiencia familiar Lipoproteín,N.D.,3929
LABXDMIT,Sec. DNA mitocondrial,N.D.,3930
LABXDPDF,Diagnóstico Prenatal de Distrófi,N.D.,3931
LABXDPDM,Diagnòstic prenatal Distrofia,N.D.,5022
LABXDPDU,Distrofia muscular de Deuchenn,N.D.,5020
LABXDPUG,Determinació Polimorfismes DPY,N.D.,4846
LABXDPYD,DPYD,N.D.,3932
LABXDSTF,Distonia Familiar Exoma completo,N.D.,3933
LABXDTF1,Displasia Tanatofórica tipus I,N.D.,4847
LABXDTOL,Toluè en sang,N.D.,3934
LABXDYT1,Distonia de torsió 1,N.D.,4848
LABXEDIS,Estudi Dishormogenesis Tiroide,N.D.,4849
LABXEEQD,Estudio Eritroqueratodermia,N.D.,3935
LABXEFCC,Estudio Familiar coagulopatias c,N.D.,3936
LABXEGPE,Panell paraparèsia espàstica a,N.D.,4850
LABXEGRP,Echinococcus Granulosus PCR,N.D.,3937
LABXEHLD,Sdme Ehlers-Danlos per NGS o S,N.D.,3938
LABXELAS,ELASTASA EN FEMTA,N.D.,4982
LABXEPER,Panell Exoma 1-25 gens,N.D.,3939
LABXEPHO,Anàlisi expansió Triplet poli-,N.D.,4851
LABXEPOL,Exoma del Gen POLR2A,N.D.,4852
LABXESDI,Estudi directe presència mutac,N.D.,4853
LABXESTR,Dx Estructural,N.D.,4854
LABXEXMS,Exoma Muscular,N.D.,3940
LABXEXOC,Exoma Clínico,N.D.,3941
LABXEXOM,Exoma por estudio de epilepsia,N.D.,3942
LABXFGEM,Análisis Función i Genoma mitoco,N.D.,3943
LABXFILA,Oncocerca Filaries limfàtiques,N.D.,3944
LABXFIPC,Oncocerca Filaries limfàtiques,N.D.,3945
LABXFLCN,Nivells de Flecainida,N.D.,3946
LABXFOXC,Seqënciació completa Axenfeld_,N.D.,3947
LABXFSH2,Estudi Distròfia FacioEscapulo,N.D.,4855
LABXFSHM,Distrofia Muscular facioscapuloh,N.D.,3948
LABXFWRA,Fenotipo WRA,N.D.,3949
LABXG115,Seq Compl SPG11/SPG15 (Seq. Ma,N.D.,4856
LABXGABC,Sec Compl Gen ABCA4 (Seq. Masi,N.D.,3950
LABXGALB,Panel de Albinismo,N.D.,3951
LABXGANG,Ac Anti-Gangliosidos,N.D.,3952
LABXGASP,Seq Completa del Gen ASPM (Seq,N.D.,3953
LABXGASS,Sec Gen ASS1 Citrulinemia Tipo,N.D.,3954
LABXGATP,Seqüenciació Completa Gen ATP2,N.D.,3955
LABXGCHE,Gen Congenital Heart-Dx 159 ge,N.D.,4857
LABXGCHM,MLPA Gen GCHM,N.D.,3956
LABXGCOL,Seqüenciació Gens de Alport,N.D.,3957
LABXGCYP,Estudi Gen Mixt CYPB11B1-CYPB1,N.D.,3958
LABXGDCX,DCX  seqüenciació completa del,N.D.,4858
LABXGDES,Estudi Gen Desmina,N.D.,4859
LABXGDMD,Distrofia muscular de Deuchenn,N.D.,5021
LABXGEDA,Seqüenciació Gen EDA,N.D.,3959
LABXGENN,Nivell gentamicina nounats,N.D.,3960
LABXGENP,"Gentamicina [post-dosi],sèrum",N.D.,3961
LABXGENV,"Gentamicina [pre-dosi],sèrum",N.D.,3962
LABXGETR,Genoma a Trio,N.D.,3963
LABXGETX,Exostosis Múltiple Hereditaria E,N.D.,3964
LABXGFAP,Estudi Genètic Malaltia Alexan,N.D.,4860
LABXGFMO,Sec. Completa Gen FMO3 - Trime,N.D.,3965
LABXGFPT,Sec Gen GFPT1,N.D.,3966
LABXGFQ,Ac IgG (fases I i II) Anti-Coxie,N.D.,3967
LABXGGLI,Sec Completa Gen GLI3,N.D.,3968
LABXGHPA,Genotip fetal HPA plasma mater,N.D.,3969
LABXGIFI,Estudi Gen IFIH1,N.D.,4861
LABXGITE,"Estudi Gitelman SCL12A3, CLCNK",N.D.,4862
LABXGKEL,Genotip Kell,N.D.,3970
LABXGLRM,Perfilat Glicerol per Reso. Ma,N.D.,3971
LABXGMFN,Estudi Gen MFN2 Charcot Marie-,N.D.,4863
LABXGMHI,Estudi Genètic Miocardiopatia,N.D.,4864
LABXGMIT,Sec Completa del Gen MITF,N.D.,3972
LABXGMPZ,Estudi Gen MPZ - Myelin protei,N.D.,3973
LABXGNF1,Estudio Neurofibromatosis tipo 1,N.D.,3974
LABXGNF2,Estudi molecular de NF2,N.D.,4865
LABXGPAB,Distrofia Muscular Óculo-Farínge,N.D.,3975
LABXGPAX,Sec Gen PAX6 per NGS o Sec Mas,N.D.,3976
LABXGPHO,Secuenciació Completa Gen PHOX,N.D.,4866
LABXGPRD,Poliquistosis Renal Aut Dom Ge,N.D.,3977
LABXGRHO,Sec Completa Gen RHO,N.D.,3978
LABXGSEP,Sec. del Gen SEPN1,N.D.,3979
LABXGSLC,Sec Completa Gen SLC45A2,N.D.,3980
LABXGSPA,Sec Gen SPATA7,N.D.,4867
LABXGTRP,Estudi Gen TRPS1,N.D.,4868
LABXGTYR,Estudio molecular Albinismo Gen,N.D.,3981
LABXGUAR,Test Guardant 360,N.D.,3982
LABXGUGT,Mutació en el Gen UGT1,N.D.,3983
LABXGVPS,Estudio MLPA del Gen VPS13B,N.D.,3984
LABXGWFS,Estudio de Wolfram WFS1,N.D.,3985
LABXHANG,IgG Hantavirus,N.D.,3986
LABXHANM,IgM Hantavirus,N.D.,3987
LABXHANP,PCR Hantavirus,N.D.,3988
LABXHEMA,Diagnóstico molecular de coagulo,N.D.,3989
LABXHEXO,"2,5 Hexanodiona, orina",mg/L,3990
LABXHGVA,Mercuri en mostres varies,N.D.,4869
LABXHIPC,Panel Pontocerebelosa Hipoplàs,N.D.,3991
LABXHPAL,Síndrome de Hipotricosis-Alopè,N.D.,3992
LABXHTL1,HTLV1 PCR en sang,N.D.,3993
LABXHTL2,HTLV2 PCR en sang,N.D.,4870
LABXHYDR,Panell Hydrops Fetal,N.D.,4871
LABXICLA,Ictiosis Lamelar NGS (8 gens),N.D.,4872
LABXIHTL,HTLV IgG inmunoblot,N.D.,3994
LABXIIAC,"Factor XII activat,plasma",ng/mL,4977
LABXILO,Xilosa orina,N.D.,4873
LABXILOO,"Xilosa, orina",N.D.,3995
LABXINV8,"Estudio Inversiones F8 (intro22,",N.D.,3996
LABXISAV,Isavuconazol,N.D.,3997
LABXISOA,"Isoenzimas Amilasa, sèrum",%,4874
LABXITRA,Nivells ditraconazol,N.D.,3998
LABXKIND,Síndrome de Kindler,N.D.,3999
LABXKPLX,Estudio Molecular de Hiperkplexi,N.D.,4000
LABXLAMP,Gen LAMP2,N.D.,4875
LABXLEBE,Neuropatía óptica de Leber,N.D.,4001
LABXLEVT,Levetiracetam,N.D.,4002
LABXLIPO,Lipoxip,N.D.,4876
LABXLIS1,Seqüenciació completa LIS1 (Se,N.D.,4003
LABXLPRM,"Lipoproteïnes, sèrum per Reso.",N.D.,4004
LABXLRP4,Anticuerpos antiLRP4,N.D.,4005
LABXM26A,MLPA del Gen SLC26A4,N.D.,4006
LABXMAB6,MLPA Gen ABCC6,N.D.,4007
LABXMABC,MLPA del Gen ABCA4,N.D.,4008
LABXMACR,"Macroamilasa, sèrum",U/L,4877
LABXMACT,MLPA del gen ACTA1,N.D.,4878
LABXMASP,MLPA del Gen ASPM,N.D.,4009
LABXMCAV,MLPA Gens Cavernomatosis: KRIT,N.D.,4010
LABXMCLC,MLPA del Gen CLCN1,N.D.,4011
LABXMDCX,MLPA del Gen DCX,N.D.,4879
LABXMDMS,MLPA del Gen ABCA4,N.D.,4012
LABXMDRA,MLPA gen SCN1A,N.D.,4880
LABXMEDA,MLPA displasia ectodérmica gen,N.D.,4013
LABXMELAS,Mutaciò 3243 + Seq. TRNA leuci,N.D.,4014
LABXMETF,"Metformina, sèrum",N.D.,4015
LABXMFOX,MLPA del Gen FOXC1 sec complet,N.D.,4016
LABXMFQ,Ac IgM (fases I i II) Anti-Coxie,N.D.,4017
LABXMGLI,MLPA del Gen GLI3,N.D.,4018
