surgery_code,surgery_code_descr
Q02257,alliberament nervi (artroscopia)
Q02258,transposicio tendo (artroscopia)
Q02259,reinsercio rodet glenoideo (artroscopia)
Q02260,luxacio recidivant espatlla (artroscopia)
Q02261,tenodesis tendo (artroscopia)
Q02262,recobriment amb pegat escleral
Q02263,ciclofotocoagulacio
Q02264,incisio limbar relaxant
Q02265,biopsia corneal
Q02266,biopsia conjuntival
Q02267,aspiracio diagnostica ca
Q02268,injeccio a ca
Q02269,injeccio  subconjuntival
Q02270,toxina botulinica
Q02271,fenestracio nervi optic
Q02272,exenteracio del contingut de l orbita
Q02273,orbitotomia
Q02274,blefarorrafia
Q02275,nefrolitotimia percutania per litiasi total
Q02276,implant de protesi de valv.percut. via femoral
Q02277,implant de protesi de valv. percut. viatransapical/transaortica
Q02278,cruroplastia por secuelas de obesidad | cruroplastia per sequeles d obesitat
Q02279,abdominoplastia por secuelas de obesidad | abdominoplastia per sequela d obesitat
Q02280,reduccio/elevacio mamaria per sequeles d obesitat
Q02281,braquioplastia per sequela d obesitat
Q02282,pancreatectomia total
Q02283,t. del xoc femoroacetabular per tecnicaoberta: abor. intermuscular amb  luxacio
Q02284,t. del xoc femoroacetabular per tecnicaoberta: abor. intermuscular sense luxaci
Q02285,t. del xoc femoroacetabular per artroscopia
Q02286,biopsia amigdala i adenoide
Q02287,amigdalectomia (parcial)
Q02288,altres operacions amigdales i adenoides
Q02289,amigdalectomia lingual laser co2
Q02290,"reconstruccio total nas  reconstruccio amb penjall: brac, fro"
Q02291,rinoplastia limitada  reparacio plastica penjalls naso-labial
Q02292,"rinoplastia d augment amb empelt, implant sintetic"
Q02293,otras rinoplastias  rinoplastia nariz | altres rinoplasties  rinoplastia nas
Q02294,altres septobplasties  esclafament de septe nasal
Q02295,otras reparaciones/intervenciones plasticas de nariz: reinsercion nariz amputada | altres reparacions/intervencions plastiques de nas: reinsercio nas amputat
Q02296,tancament fistula nasal  fistulectomia naso-labial
Q02297,lateralitzacio cornets
Q02298,radiofrequencia cornets
Q02299,cross - linking
Q02300,reconstruccio anells corneals
Q02301,tancament quirurgic de conducte arterios  
Q02302,correccio malrotacio intestinal
Q02303,incisio de peritoneu
Q02304,correccio atresia esofagica.
Q02305,anastomosi intestinal
Q02306,reseccio estenosis intestinal  
Q02308,reparacio llavi fesu.
Q02309,decompressio plexe braquial
Q02310,decompressio plexe lumbosacre
Q02311,recalibratge de canal lumbar
Q02312,foraminotomia cervical posterior
Q02313,perfusion hiperdermica para tract. neoplasias | perfussio hiperdermica per tract. neoplasies
Q02314,nefrectomia transvaginal donant viu (laparoscopia)
Q02315,nefrectomia transumbilical donant viu (laparoscopia)
Q02316,nefrectomia  radical transumbilical  (laparoscopia)
Q02317,implantacio protesi d iliaca
Q02318,traqueostomia mediastinica
Q02319,implantacio estimulador neurocardiac
Q02320,legrat aspiratiu
Q02321,tract.pseudoartrosis i retard de consolid.mitjancant ones de xoc
Q02322,reseccion costilla cervical y reparacion de otras anomalias de el estrecho torac | reseccio costella cervical i reparacio d altres anomalies de l estret toracic
Q02323, pegat hematic epidural <local>
Q02325,inyeccion del area esfenopalatina bilateral con lidocaina
Q02326,derivacio quist siringomielic
Q02327,ventriculostomia
Q02328,clipatge d aneurisme
Q02329,tx renal donant viu aboi obert
Q02331,protesis de parcial de maluc: cap de femur
Q02332,protesis de parcial de maluc: insert
Q02335,recanvi  parcial de protesis de maluc: peca femoral
Q02338,recanvi de protesis de genoll: peca tibial
Q02339,recanvi de protesis de genoll: peca femoral
Q02340,recanvi de protesis de genoll: peca rotular
Q02341,recanvi de protesis de genoll: injert tibial
Q02344,elevate anterior + posterior
Q02345,!altra suspensio uterina - operacio de manchester
Q02346,insercio diu
Q02347,"oclusio de trompes de fal.lopi, altres formes - essure"
Q02348,col.locacio implanon
Q02349,histerectomia abdominal + salpingectomia bilateral per laparoscopia
Q02350,colpoleisis
Q02351,exeresi polip cervical
Q02352,reimplantacio d ovari
Q02353,reimplantacio d ovari per laparoscopia
Q02354,extraccio restes ovulars (histeroscopia)
Q02355,radioterapia intraoperatoria. r.i.o.
Q02356,extraccio os + tendons
Q02357,extraccio os
Q02358,extraccio cor
Q02359,extraccio arteries
Q02360,extraccio ulls
Q02361,extraccio pell
Q02362,extraccio pell + cartilag
Q02363,extraccio m. amniotica
Q02364,descompresion fosa posterior | descompressio fossa posterior
Q02365,cirugia bi-maxilar | cirurgia bi-maxil*lar
Q02366,cirurgia uni-maxil*lar
Q02367,cirugia oral simple | cirurgia oral simple
Q02368,cirurgia oral complexa
Q02369,cirurgia oral oncologica
Q02370,cirurgia oral oncologica complexa
Q02371,prostatectomia robotica | prostatectomia robotica
Q02372,esofagectomia  robotica
Q02373,hemicolectomia dreta  robotica
Q02374,craniotomia per evacuacio d hematoma
Q02375,retirada d electrodes
Q02376,recanvi d estimulador vagal
Q02377,sigmoidectomia robotica
Q02378,hemicolectomia esquerra robotica
Q02379,reseccio anterior alta de recte -robotica-
Q02380,res ant baixa recte+exc.total mesorecte-robotica
Q02381,empelt ossi a crani (cranioplastia)
Q02384,proctectomia
Q02385,proctectomia + reservori ileal
Q02386,tx renal donant viu robot
Q02387,cistectomia radica -robotica- | cistectomia radical -robotica-
Q02388,cistectomia radical (laparoscopia)
Q02389,mastopexia
Q02390,liposuccion tipo iii | liposuccio tipus iii
Q02391,plastia palpebral bilateral
Q02392,plastia palpebral unilateral | plastia palpebral unilateral
Q02393,altres injeccions en el nervi o ganlgi simpatics
Q02394,altres operacions de nervis cranials i periferics
Q02395,retirada cable de neuroestimulador periferic
Q02396,tx renal donant viu aboi robot
Q02397,reconstruccio oida externa (canaloplastia)
Q02398,obliteracio de mastoidectomia
Q02399,revisio estapedectomia
Q02400,malformacio congenita de cadena ossicular
Q02401,revisio de timpanoplastia
Q02402,mastoidectomia radical
Q02403,revisio mastoidectomia
Q02404,inyeccio de timpa (corticoide)
Q02405,control d epistaxi per lligadura art.etmoidals
Q02406,control d epistaxi per lligadura art.maxil*lar a traves de l 
Q02407,biopsia del nas (endosopica)
Q02408,etmoidotomia
Q02409,esfenoidotomia
Q02410,sinusectomia
Q02411,rec. prot.t  genoll infec. 1 temps
Q02412,rec. prot.t  genoll infec. 2 temps:protesi
Q02413,rec. prot.t  genoll infec. 2 temps:espaiador
Q02418,exeresi simple local curta melanoma
Q02420,cirurgia robotica en cancer d endometri
Q02421,alliberament nervi pudendo robotic
Q02422,esfinter artificial robotica
Q02423,cirurgia robotica per extraccio uterina
Q02424,reparacio valvula mitral (robotica)
Q02425,extracorp. robotica
Q02426,gastro-enter. prox. (bypass) robotic
Q02427,encreua. duod. (switch) robotic
Q02428,tx renal cadaver robot
Q02430, tx renal donant viu robot ortotopic
Q02660,trasplantament de fetge de donant viu
Q03000,circulacio estracorporia auxiliar de cir. a cor obert
Q03001,circulacio extracorporia preparada no realitzada
Q03002,circulacio extracorporia de hearport
Q03003,circulacio extracorporia amb heartport
Q03004,cirurgia de la fa aillada amb heartport
Q03005,excisio d anell subvalvular aortic
Q03006,extracorp. amb canulacio periferica
Q03007,perfusio tractament de melanoma
Q03008,reimplante ureteral robotico | reimplant ureteral robotic
Q03009,rescat quirurgic robotic
Q03010,bipopsia cavitat oral
Q03011,exeresi lesions benignes cavitat oral
Q03012,altres reparacions de faringe
Q03013,miotomia crico-faringea
Q03015,lisi d adherencies de nas refregada nasal posterior
Q03016,excisio d amigdala lingual
Q03017,fistulitzacio traqueo-esofagica
Q03018,operacio de trompa d eustaqui
Q03019,injeccio gentamicina oida interna
Q03022,artrodesi vertebral lateral per via misamb tecnica xlif
Q03028,fusio vertebral cervical complicada
Q03030,fusio vertebral anterior i posterior combinada
Q03038,enucleacio endoscopica de la hipertrofia benigna de prostata (hbp)amb laser
Q03039,drenatge absces cerebral
Q03040,glotoplastia
Q03041,rdf refrigerada
Q03042,vasovasostomia robotica
Q03043,nefrectomia parcial robotica
Q03044,reparacio fistula vesico-vaginal robotica
Q03045,uretroplastia robotica | uretroplastia robotica
Q03046,implantacio dbs per epilepsia
Q03047,recanvi generador dbs per epilepsia
Q03048,implantacio dbs per tms
Q03049,recanvi generador dbs per tms
Q03050,limfadenectomia radical inguinal robotica
Q03052,reparacio eventracio per laparoscopia
Q03053,"infiltracio nerv.,plex.,cad.simp.,musc.,art."
Q03054,ne. fase de prova
Q03055,ne. implant definitiu
Q03056,ne. recanvi generador
Q03058,perfussor extern (portal epidural)
Q03059,perfusor progamable
Q03060,recambio perfusor
Q03061,insercion estimulador periferico
Q03062,nefrectomia radical robotica
Q03063,excisio de diverticle de bufeta urinaria robotica
Q03065,determinacio gangli sentinella cervical
Q03066,adrenalectomia endos. retroperit. unilat.
Q03067,adrenalectomia endos. retroperit. bilateral
Q03068,buidament ganglio. cerv. central unilat.
Q03069,buidament ganglio. cerv. central bilateral
Q03070,tiroidectomia total de complecio
Q03071,tiroidectomia endoscopica (transaxilar) | tiroidectomia endoscopica (transaxilar)
Q03072,esofagectomia parcial ivor-lewis (laparoscopia)
Q03073,gastrostomia laparoscopia
Q03074,carcinomatosi peritoneal excisio amb perfussio (lps)
Q03075,trasplantament uteri
Q03076,protesi primaria total de rodilla cirugia robotica | protesi primaria total de genoll cirurgia robotica
Q03077,limfadenectomia radical robotica ilio-inguinail | limfadenectomia radical robotica ilio-inguinail
Q03078,ablacio laser de zona epileptogena
Q03079,ablacio laser de teixit tumoral
Q03080,col.locacio marcadors fiducials
Q03081,colecistectomia robotica
Q03082,pancreatectomia corporocaudal robotica
Q03083,duodenopancreatectomia cefalica robotica | duodenopancreatectomia cefalica robotica
Q03084,rectopexia robotica
Q03085,rectopexia per laparoscopia
Q03086,miotomia heller + fundoplic. dor robotica
Q03087,miotomia heller + fundoplic. toupet (lps)
Q03088,miotomia heller + fundoplic. toupet robotica
Q03089,sadi bypass duodeno-ileal s/ gastrec. (lps)
Q03090,sadi bypass duodeno-ileal s/ gastrec. robotica
Q03091,sadi-s bypass duodeno-ileal + gastrectomia (lps)
Q03092,sadi-s bypass duodeno-ileal + gastrectomia robotica
Q03093,miotomia heller + fundoplic. dor (lps)
Q03094,derivacio urinaria robotica heterotopica no continent (bricker)
Q03095,carcinomatosi peritoneal excisio amb perfussio (oberta)
Q03096,carcinomatosi peritoneal: destruccio amb pipac
Q03097,carcinomatosi peritoneal excisio sense perfussio (lps)
Q03098,carcinomatosi peritoneal excisio sense perfussio (oberta)
Q03099,plasma ric amb plaquetes
Q03100,artroscopia atm
Q03101,artrocentesi atm
Q03102,cirugia ortogmatica bimaxilar | cirurgia ortognatica bimaxil.lar
Q03103,cirugia ortogmatica monomaxilar | cirurgia ortognatica monomaxil.lar
Q03104,reconst. micro-quir. mandibular a/anast. i empelt
Q03105,sialoendoscopia
Q03107,cirurgia refractiva lateral excimer
Q03108,cirugia refractiva bilateral excimer | cirurgia refractiva bilateral excimer
Q03109,reseccio robotica de tumor mediastinic
Q03110,segmententomia robotica
Q03111,lobectomia robotica
Q03112,rezum terapia termica prostatica vapor
Q03113,orl tecnologia robotica
Q03114,protesi primaria genoll unicomp. robotica
Q03115,exenteracio pelviana a l home robotica
Q03116,adm cortis endovesical
Q03117,electrofulguracio mes biopsia vesical
Q03118,bx prostatica transperineal x fusio
Q03119,biopsia escisional dirigida (marcatge amb llavor radiactiva)
Q03121,arterio-venostomia per a dialisi (favi percutanea)
Q03122,hepaticoyeyunostomia robotica
Q03123,reseccio ileocecal robotica
Q03124,cir. robotica patologia benigna complexa
Q03125,hifu focal prostatic
Q03126,heartport iccv aux
Q03127,robot iccv aux
Q03128,dilatacio tubarica
Q03129,crioterapia focal de prostata
Q03130,otros tratamientos ablativos focales prostaticos
Q03131,rep. d hernia umbilical amb malla (laparoscopia)
Q03132,rep. d hernia epigastrica amb malla (laparoscopia)
Q03133,rep. d hernia inguinal bilateral (laparoscopia)
Q03134,rep. d hernia inguinal unilateral (laparoscopia)
Q03135,rep. d hernia spiegel amb malla (laparoscopia)
Q03136,rep. d eventracio amb malla (laparoscopia)
Q03137,rep. d eventracio amb penjall muscular (laparoscopia)
Q03138,rep. d hernia crural bilateral amb malla (laparoscopia)
Q03139,rep. d hernia crural unilateral amb malla (laparoscopia)
Q03140,rep. d hernia epigastrica (laparoscopia)
Q03141,rep. d hernia inguinal bilateral amb malla (laparoscopia)
Q03142,rep. d hernia inguinal unilateral amb malla (laparoscopia)
Q03143,rep. d hernia pericolostomotica (laparoscopia)
Q03144,rep. d hernia umbilical (laparoscopia)
Q03145,reanastomosi uretrovesical robotic
Q03146,tancament orelleta cirurgia cardiaca
Q03147,annexectomia unilateral (vaginal)
Q03148,biopsia de vagina(laparoscopia)
Q03149,cerclatge uteri despres de traquelectomia
Q03150,histerectomia subtotal i cervicopexia (laparoscopia)
Q03151,drenatge vulvar
Q03153,histeroscopia - extraccio de restes ovulars
Q03154,criopreservacio teixit ovaric (laparoscopia)
Q03155,altres complicacions en reintervencionsde mama
Q03156,reparacio hernia de paret abdominal
Q03157,reseccio endometriosi paret abdominal (laparoscopia)
Q03158,vaporitzacio endometrioma (laparoscopia)
Q03159,altres procediments diagnostics de vulva
Q03160,drenatge extraperitoneal (laparoscopia)
Q03161,disseccio retroperitoneal (laparoscopia)
Q03164,miomectomia per radiofrequencia (laparoscopia)
Q03165,reconstruccio ablacio genital (laparoscopia)
Q03166,estadificacio cancer endometri inicial (laparoscopia)
Q03167,estadificacio cancer endometri inicial sentinella (laparoscopia)
Q03168,estadificacio cancer endometri inicial tipus ii(laparoscopia)
Q03169,exenteracio pelviana (laparoscopia)
Q03170,limfadenectomia retroperitoneal aorticai pelviana (laparoscopia)
Q03171,laparoscopia exploradora - diagnostica
Q03172,laparoscopia d  estadificacio laparoscopica
Q03173,laparotomia d  estadificacio (laparoscopia)
Q03174,citorreduccio primaria - interval - secundaria
Q03175,traquelectomia
Q03176,esclerosis d hemorroides
Q03178,hal rar/thd: altres procediments hemorroides
Q03179,lligadura hemorroides amb bandes elastiques
Q03180,nefrectomia parcial robotica
Q03181,estabilitzacio coronaria
Q03182,lipofilling facial/cervical
Q03183,mohs
Q03184,radiofrequencia raquis
Q03185,radiofrequencia cap i coll
Q03186,bloqueo dolor | bloqueig dolor
Q03187,radiofrequencia nervis periferics
Q03188,reparacio d estenosi ureteral robotica
Q03189,litotripsia per ones de xoc ronyo
Q03190,litotripsia per ones de xoc ureter
Q03191,cirurgia reconstructiva avantpeu
Q03192,cirurgia reconstructiva avantpeu deformitats complexes primaries
Q03193,cirurgia reconstructiva avantpeu en rescats de cirugies previes
Q03194,cirurgia reconstructiva retropeu
Q03195,cirurgia reconstructiva retropeu deformitats complexes primaries
