diag_ref,catalog,code,diag_descr
6030922,12,M00.832,"Artritis debida a otras bacterias, muñeca izquierda"
6030923,12,S92.109B,"Fractura no especificada de astragalo no especificado, contacto inicial por fractura abierta"
6030924,12,A56.02,Vulvovaginitis por clamidias
6030925,12,M85.471,"Quiste oseo solitario, tobillo y pie derechos"
6030926,12,T38.2X1A,"Envenenamiento por antitiroideos, accidental (no intencionado), contacto inicial"
6030927,12,S20.161A,"Picadura de insecto (no venenoso) en mama derecha, contacto inicial"
6030928,12,S31.602A,"Herida abierta no especificada de pared abdominal, region epigastrica, con penetracion en cavidad peritoneal, contacto inicial"
6030929,12,N35.011,Estenosis postraumatica de uretra bulbar
6030930,12,O36.22X2,"Atencion materna por hidropesia fetal, segundo trimestre, feto 2"
6030931,12,S63.269D,"Luxacion de articulacion metacarpofalangica de dedo de mano no especificado, contacto sucesivo"
6030932,12,K41.20,"Hernia femoral bilateral, sin obstruccion ni gangrena, no especificada como recidivada"
6030933,12,M80.80XG,"Otras osteoporosis con fractura patologica actual, localizacion no especificada, contacto sucesivo por fractura con retardo de consolidacion"
6030934,12,S62.306K,"Fractura no especificada de quinto metacarpiano de mano derecha, contacto sucesivo por fractura con fracaso de consolidacion"
6030935,12,H44.821,"Luxacion de globo, ojo derecho "
6030936,12,S01.419A,"Desgarro sin cuerpo extraño de mejilla y area temporomandibular no especificadas, contacto inicial"
6030937,12,C49.A5,Tumor estromal gastrointestinal de recto
6030938,12,S31.804A,"Herida punzante con cuerpo extraño de nalga no especificada, contacto inicial"
6030939,12,M23.000,"Menisco quistico externo, parte no especificada, rodilla derecha"
6030940,12,I87.9,"Trastorno de vena, no especificado"
6030941,12,T86.23,Infeccion de trasplante de corazon
6030942,12,S42.294D,"Otro tipo de fractura sin desplazamiento de extremo superior de humero derecho, contacto sucesivo por fractura con curas rutinarias"
6030943,12,S62.112B,"Fractura desplazada de hueso piramidal [cuneiforme] de muñeca izquierda, contacto inicial por fractura abierta"
6030944,12,T84.290A,"Otra complicacion mecanica de dispositivo de fijacion interna de huesos de mano y dedos de la mano, contacto inicial"
6030945,12,S52.614A,"Fractura sin desplazamiento de apofisis estiloides del cubito derecho, contacto inicial por fractura cerrada"
6030946,12,S61.011D,"Desgarro sin cuerpo extraño de pulgar derecho, sin daños en la uña, contacto sucesivo"
6030947,12,L02.421,Forunculo de axila derecha
6030948,12,B42.9,"Esporotricosis, no especificada"
6030949,12,G13.2,Atrofias sistemicas que afectan principalmente al sistema nervioso central en mixedema
6030950,12,H33.051,"Desprendimiento total de retina, ojo derecho "
6030951,12,M25.351,"Otros tipos de inestabilidad, cadera derecha"
6030952,12,O30.101,"Embarazo triple, no especificado el numero de placentas ni de sacos amnioticos, primer trimestre"
6030953,12,S42.472D,"Fractura transcondilea desplazada de humero izquierdo, contacto sucesivo por fractura con curas rutinarias"
6030954,12,S62.662A,"Fractura sin desplazamiento de falange distal de dedo medio derecho, contacto inicial por fractura cerrada"
6030955,12,S50.911A,"Traumatismo superficial no especificado de antebrazo derecho, contacto inicial"
6030956,12,S52.091D,"Otra fractura de extremo superior de cubito derecho, contacto sucesivo por fractura cerrada con curas rutinarias"
6030957,12,T40.991A,"Envenenamiento por otros psicodislepticos [alucinogenos], accidental (no intencionado), contacto inicial"
6030958,12,S60.152A,"Contusion de dedo meñique izquierdo, con daños en la uña, contacto inicial"
6030959,12,S56.301D,"Traumatismo no especificado de musculos, fascias y tendones extensores o abductores de pulgar derecho a nivel de antebrazo, contacto sucesivo"
6030960,12,O36.5923,"Atencion materna por otro tipo de crecimiento fetal insuficiente, conocido o sospechado, segundo trimestre, feto 3"
6030961,12,W21.01XA,"Golpeado por balon de futbol americano, contacto inicial"
6030962,12,S92.051A,"Otros tipos de fractura extraarticular desplazada de calcaneo derecho, contacto inicial por fractura cerrada"
6030963,12,S66.001A,"Traumatismo no especificado de musculo, fascia y tendon de flexor largo de pulgar derecho a nivel de muñeca y mano, contacto inicial"
6030964,12,S09.309A,"Traumatismo no especificado del oido medio e interno no especificado, contacto inicial"
6030965,12,M50.120,"Trastorno de disco mediocervical, nivel no especificado"
6030966,12,T82.827A,"Fibrosis debida a protesis, implantes e injertos cardiacos, contacto inicial"
6030967,12,O09.72,"Supervision de embarazo de alto riesgo debido a problemas sociales, segundo trimestre"
6030968,12,M84.58XD,"Fractura patologica en enfermedad neoplasica, otra localizacion especificada, contacto sucesivo por fractura con curas rutinarias"
6030969,12,S10.0XXD,"Contusion de garganta, contacto sucesivo"
6030970,12,I82.501,"Embolia y trombosis cronicas de venas profundas no especificadas de extremidad inferior, derecha"
6030971,12,M94.212,"Condromalacia, hombro izquierdo"
6030972,12,T65.92XA,"Efecto toxico de sustancia no especificada, autolesion intencionada, contacto inicial"
6030973,12,H02.012,"Entropion cicatricial de parpado, ojo derecho, parpado inferior"
6030974,12,H18.463,"Degeneracion corneal periferica, bilateral "
6030975,12,M76.20,"Espolon de cresta iliaca, cadera no especificada"
6030976,12,M01.X61,"Infeccion directa de articulacion en enfermedades infecciosas y parasitarias clasificadas bajo otro concepto, rodilla derecha"
6030977,12,V97.0XXA,"Ocupante de aeronave lesionado en otro accidente de transporte aereo especificado, contacto inicial"
6030978,12,Z97.3,Presencia de gafas y lentes de contacto
6030979,12,T83.721S,"Exposicion de malla vaginal implantada dentro de la vagina, secuela"
6030980,12,S73.034D,"Otro tipo de luxacion anterior de cadera derecha, contacto sucesivo"
6030981,12,T39.394A,"Envenenamiento por otros antiinflamatorios no esteroideos [AINE], intencionalidad sin determinar, contacto inicial"
6030982,12,M00.019,"Artritis estafilococica, hombro no especificado"
6030983,12,H00.026,"Orzuelo interno, ojo izquierdo, parpado no especificado"
6030984,12,S28.229D,"Amputacion traumatica parcial de la mama no especificada, contacto sucesivo"
6030985,12,R33.0,Retencion urinaria inducida por farmacos
6030986,12,S36.00XS,"Traumatismo no especificado de bazo, secuela"
6030987,12,S97.81XA,"Lesion por aplastamiento del pie derecho, contacto inicial"
6030988,12,L02.216,Absceso cutaneo en ombligo
6030989,12,S43.016S,"Luxacion anterior de humero no especificado, secuela"
6030990,12,M48.13,"Hiperostosis anquilosante [Forestier], region cervicotoracica"
6030991,12,H40.1430,"Glaucoma capsular con seudoexfoliacion de cristalino, bilateral, estadio no especificado"
6030992,12,M46.04,"Entesopatia vertebral, region toracica"
6030993,12,S52.379D,"Fractura de Galeazzi de radio no especificado, contacto sucesivo por fractura cerrada con curas rutinarias"
6030994,12,S66.127D,"Desgarro de musculo, fascia y tendon flexor de dedo meñique izquierdo a nivel de muñeca y mano, contacto sucesivo"
6030995,12,A69.22,Otros trastornos neurologicos en la enfermedad de Lyme
6030996,12,S52.399A,"Otra fractura de diafisis de radio, brazo no especificado, contacto inicial por fractura cerrada"
6030997,12,W22.042A,"Golpear contra pared de piscina causando otra lesion, contacto inicial"
6030998,12,I70.602,"Aterosclerosis no especificada de injerto(s) de derivacion no biologico de las extremidades, pierna izquierda"
6030999,12,T45.514D,"Envenenamiento por anticoagulantes, intencionalidad sin determinar, contacto sucesivo"
6031000,12,A44.8,Otras formas de bartonelosis
6031001,12,S61.532A,"Herida punzante sin cuerpo extraño de muñeca izquierda, contacto inicial"
6031002,12,M12.519,"Artropatia traumatica, hombro no especificado"
6031003,12,C69.31,Neoplasia maligna de coroides derecha
6031004,12,I70.601,"Aterosclerosis no especificada de injerto(s) de derivacion no biologico de las extremidades, pierna derecha"
6031005,12,N91.4,Oligomenorrea secundaria
6031006,12,T70.3XXD,"Enfermedad de los cajones [sindrome de descompresion], contacto sucesivo"
6031007,12,Z13.31,Contacto para cribado de depresion
6031008,12,C82.21,"Linfoma folicular grado III, no especificado, ganglios linfaticos de cabeza, cara y cuello"
6031009,12,S62.304B,"Fractura no especificada de cuarto metacarpiano de mano derecha, contacto inicial por fractura abierta"
6031010,12,H44.89,Otros trastornos del globo ocular
6031011,12,S90.112D,"Contusion de dedo gordo del pie izquierdo, sin daños en la uña, contacto sucesivo"
6031012,12,R39.192,Miccion dependiente de la posicion
6031013,12,O36.22X1,"Atencion materna por hidropesia fetal, segundo trimestre, feto 1"
6031014,12,V79.50XA,"Pasajero de autobus lesionado en colision con vehiculos motorizados no especificados en accidente de trafico, contacto inicial"
6031015,12,M89.569,"Osteolisis, pierna no especificada"
6031016,12,R93.6,Resultados anormales en diagnostico por imagen de los miembros
6031017,12,M1A.0791,"Gota idiopatica cronica, tobillo y pie no especificados, con tofos"
6031018,12,H33.322,"Agujero redondo de retina sin desprendimiento, ojo izquierdo "
6031019,12,S52.022E,"Fractura desplazada de olecranon sin extension intraarticular de cubito izquierdo, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias "
6031020,12,S62.610B,"Fractura desplazada de falange proximal de dedo indice derecho, contacto inicial por fractura abierta"
6031021,12,T23.261A,"Quemadura de segundo grado de dorso de la mano derecha, contacto inicial"
6031022,12,T23.262A,"Quemadura de segundo grado de dorso de la mano izquierda, contacto inicial"
6031023,12,S63.658A,"Esguince de articulacion metacarpofalangica de otro dedo de la mano, contacto inicial"
6031024,12,S90.414A,"Abrasion, dedo(s) menor(es) del pie derecho, contacto inicial"
6031025,12,S62.92XB,"Fractura no especificada de muñeca y mano izquierda, contacto inicial por fractura abierta"
6031026,12,M85.641,"Otros quistes de hueso, mano derecha"
6031027,12,S52.299D,"Otra fractura de diafisis de cubito no especificado, contacto sucesivo por fractura cerrada con curas rutinarias"
6031028,12,S46.002D,"Traumatismo no especificado de musculo(s) y tendon(es) de manguito de los rotadores del hombro izquierdo, contacto sucesivo"
6031029,12,T37.8X2A,"Envenenamiento por otros antiinfecciosos y antiparasitarios sistemicos especificados, autolesion intencionada, contacto inicial"
6031030,12,S12.200D,"Fractura no especificada desplazada de tercera vertebra cervical, contacto sucesivo por fractura con curas rutinarias"
6031031,12,T43.8X4A,"Envenenamiento por otros farmacos psicotropos, intencionalidad sin determinar, contacto inicial"
6031032,12,Y93.42,Yoga
6031033,12,M84.454D,"Fractura patologica, pelvis, contacto sucesivo por fractura con curas rutinarias "
6031034,12,H35.131,"Retinopatia del prematuro, estadio 2, ojo derecho "
6031035,12,S62.232D,"Otro tipo de fractura desplazada de base de primer metacarpiano de la mano izquierda, contacto sucesivo por fractura con curas rutinarias"
6031036,12,M84.364D,"Fractura por estres, perone izquierdo, contacto sucesivo por fractura con curas rutinarias "
6031037,12,S76.212D,"Distension de musculo, fascia y tendon aductores de muslo izquierdo, contacto sucesivo"
6031038,12,P04.11,Recien nacido afectado por quimioterapia antineoplasica materna
6031039,12,I69.333,Monoplejia de extremidad superior tras infarto cerebral con afectacion de lado derecho no dominante
6031040,12,Z53.39,Otro procedimiento especificado convertido en procedimiento abierto
6031041,12,S52.035B,"Fractura sin desplazamiento de olecranon con extension intraarticular de cubito izquierdo, contacto inicial por fractura abierta tipo I, II o NEOM"
6031042,12,V00.02XA,"Peaton transeunte lesionado por colision con monopatin, contacto inicial"
6031043,12,M65.359,"Dedo en gatillo, dedo meñique no especificado"
6031044,12,S22.010A,"Fractura en cuña por compresion de primera vertebra dorsal, contacto inicial por fractura cerrada"
6031045,12,M21.839,"Otras deformidades adquiridas especificadas, antebrazo, lado no especificado"
6031046,12,T52.91XA,"Efecto toxico de disolvente organico no especificado, accidental (no intencionado), contacto inicial"
6031047,12,S32.058B,"Otra fractura de quinta vertebra lumbar, contacto inicial por fractura abierta"
6031048,12,S09.22XA,"Rotura traumatica de timpano izquierdo, contacto inicial"
6031049,12,T80.52XA,"Reaccion anafilactica por vacunacion, contacto inicial"
6031050,12,S61.232A,"Herida punzante sin cuerpo extraño de dedo medio derecho, sin daños en la uña, contacto inicial"
6031051,12,Y35.313A,"Intervencion legal con porra, sospechoso lesionado, contacto inicial"
6031052,12,N75.9,"Enfermedad de la glandula de Bartolino, no especificada"
6031053,12,H26.09,Otros tipos de cataratas infantil y juvenil
6031054,12,S86.021D,"Desgarro de tendon de Aquiles derecho, contacto sucesivo"
6031055,12,Y79.0,Dispositivos de diagnostico y de supervision ortopedicos asociados con incidentes adversos
6031056,12,S31.30XD,"Herida abierta no especificada de escroto y testiculos, contacto sucesivo"
6031057,12,H26.012,"Catarata cortical, lamelar o zonular infantil y juvenil, ojo izquierdo "
6031058,12,C85.18,"Linfoma de celulas B no especificado, ganglios linfaticos de localizaciones multiples"
6031059,12,S43.412A,"Esguince de ligamento coracohumeral izquierdo, contacto inicial"
6031060,12,M12.531,"Artropatia traumatica, muñeca derecha"
6031061,12,S36.498D,"Otro traumatismo de otra parte de intestino delgado, contacto sucesivo"
6031062,12,V49.10XA,"Pasajero lesionado en colision con vehiculos motorizados no especificados en un accidente no de trafico, contacto inicial"
6031063,12,S82.892E,"Otra fractura de pierna izquierda, contacto sucesivo por fractura abierta tipo I o II con curas rutinarias "
6031064,12,M05.841,"Otro tipo de artritis reumatoide con factor reumatoide, mano derecha"
6031065,12,S86.001D,"Traumatismo no especificado de tendon de Aquiles derecho, contacto sucesivo"
6031066,12,T65.4X1A,"Efecto toxico de disulfuro de carbono, accidental (no intencionado), contacto inicial"
6031067,12,S56.822A,"Desgarro de otros musculos, fascias y tendones a nivel de antebrazo, lado izquierdo, contacto inicial"
6031068,12,M06.869,"Otro tipo especificado de artritis reumatoide, rodilla no especificada"
6031069,12,T63.594D,"Efecto toxico de contacto con otros peces venenosos, intencionalidad sin determinar, contacto sucesivo"
6031070,12,S20.312A,"Abrasion de pared anterior izquierda del torax, contacto inicial"
